company,name,year,price_no,kms_no,fuel_type
Honda,Honda City i-DTEC,2017,760000,210870,Diesel
Hyundai,Hyundai i20 1.4,2018,611000,80294,Diesel
Ford,Ford Ecosport 1.5,2015,476000,182108,Diesel
Kia,Kia Seltos HTK,2020,1104000,12721,Petrol
Mahindra,Mahindra Thar LX,2022,1413000,4486,Diesel
Hyundai,Hyundai Venue SX,2020,1073000,29707,Petrol
Hyundai,Hyundai i20 Active,2016,527000,47387,Diesel
Tata,Tata Zest Revotron,2014,236000,112613,Petrol
Honda,Honda City i,2017,644000,55802,Petrol
MG,MG Hector Sharp,2021,1777000,11081,Petrol
Hyundai,Hyundai i20 1.4,2018,587000,82177,Diesel
Honda,Honda City i,2014,423000,66357,Diesel
Hyundai,Hyundai i20 Magna,2010,186000,60228,Petrol
Hyundai,Hyundai Xcent 1.2,2015,358000,89337,Petrol
Toyota,Toyota Innova Crysta,2021,1930000,20713,Diesel
MG,MG Hector Plus,2020,1227000,49268,Diesel
BMW,BMW X1 sDrive20d,2013,883000,128428,Diesel
Nissan,Nissan Terrano XV,2015,441000,133451,Diesel
Renault,Renault Pulse RxL,2012,165000,104419,Diesel
Maruti,Maruti Zen Estilo,2011,167000,67301,Petrol
Hyundai,Hyundai Accent GLE,2008,114999,100636,Petrol
Mahindra,Mahindra KUV 100,2016,338000,38934,Petrol
Toyota,Toyota Fortuner 4x2,2013,1157000,91653,Diesel
Toyota,Toyota Fortuner 4x4,2013,1039000,151441,Diesel
Maruti,Maruti Baleno 1.2,2019,599000,52045,Petrol
Mahindra,Mahindra XUV700 MX,2022,1246000,4248,Diesel
Maruti,Maruti Alto LXi,2010,106000,147432,Petrol
Maruti,Maruti Alto K10,2017,312000,28244,Petrol
Maruti,Maruti Ertiga VXI,2019,786000,44458,Petrol
Honda,Honda City 1.5,2009,252000,71456,Petrol
Hyundai,Hyundai Grand i10,2015,324000,38765,Petrol
Toyota,Toyota Etios GD,2012,286000,135571,Diesel
Honda,Honda Amaze E,2015,369000,113005,Diesel
Honda,Honda City i,2014,500000,155769,Diesel
Kia,Kia Seltos HTX,2020,1295000,8062,Petrol
Hyundai,Hyundai Aura SX,2022,677000,6071,Petrol
Hyundai,Hyundai Grand i10,2014,389000,65072,Diesel
Tata,Tata Altroz XT,2020,696000,29507,Petrol
Hyundai,Hyundai Verna CRDi,2010,256999,372588,Diesel
Honda,Honda Jazz 1.2,2016,495000,24959,Petrol
Renault,Renault KWID 1.0,2018,324000,39265,Petrol
Tata,Tata Harrier XT,2021,1670000,21699,Diesel
Toyota,Toyota Innova Crysta,2018,1482000,85911,Diesel
Mahindra,Mahindra Verito 1.5,2012,227000,117132,Diesel
Renault,Renault KWID 1.0,2017,256000,50455,Petrol
MG,MG Hector Sharp,2021,1599000,13471,Petrol
Hyundai,Hyundai Creta 1.6,2018,948000,36104,Petrol
MG,MG Hector Plus,2021,1730000,7943,Petrol
Toyota,Toyota Innova 2.5,2014,757000,83474,Diesel
BMW,BMW 5 Series,2010,893000,84218,Diesel
Maruti,Maruti Swift Dzire,2015,341000,91065,Diesel
Hyundai,Hyundai Creta 1.4,2016,765000,164798,Diesel
Maruti,Maruti Celerio VXI,2020,429000,48660,Cng
Maruti,Maruti Ritz VDi,2012,235000,154958,Diesel
Honda,Honda Amaze E,2016,275000,95989,Petrol
Mahindra,Mahindra Xylo E8,2009,204000,152308,Diesel
Maruti,Maruti Ertiga VDI,2012,413999,127831,Diesel
Mahindra,Mahindra XUV500 W8,2013,525000,164428,Diesel
Chevrolet,Chevrolet Beat Diesel,2016,279000,60205,Diesel
Skoda,Skoda New Laura,2008,245000,234805,Diesel
Tata,Tata Indigo LX,2015,204000,223926,Diesel
Volvo,Volvo S 80,2012,819999,83694,Diesel
Jeep,Jeep Compass 2.0,2019,1390000,42035,Diesel
Maruti,Maruti Alto 800,2020,383000,28350,Cng
Toyota,Toyota Fortuner 4x2,2014,1328000,105427,Diesel
Mercedes-Benz,Mercedes-Benz GLE 300d,2021,8900000,13000,Diesel
Land,Land Rover Range,2019,190000,68500,Diesel
BMW,BMW X7 xDrive,2019,114999,39000,Petrol
Land,Land Rover Range,2020,113999,19500,Petrol
Maruti,Maruti Swift VDI,2014,425000,66000,Diesel
Hyundai,Hyundai i10 Magna,2015,310000,23000,Petrol
Maruti,Maruti Alto LXi,2009,150000,65000,Petrol
Audi,Audi Q3 35,2016,1475000,76000,Diesel
Hyundai,Hyundai Creta EX,2020,1100000,20000,Petrol
Maruti,Maruti Estilo LXI,2009,125000,90000,Petrol
Tata,Tata Tiago 1.2,2019,440000,25000,Petrol
Nissan,Nissan X-Trail Comfort,2006,170000,110000,Diesel
Mahindra,Mahindra XUV500 W8,2014,409999,110000,Diesel
Tata,Tata Nexon 1.2,2020,600000,60000,Petrol
Honda,Honda City i-DTEC,2017,650000,110000,Diesel
Hyundai,Hyundai i20 Sportz,2015,400000,100000,Diesel
Maruti,Maruti Wagon R,2014,300000,60000,Cng
Ford,Ford Figo Diesel,2010,100000,70000,Diesel
Maruti,Maruti Wagon R,2015,290000,80000,Petrol
Hyundai,Hyundai i20 1.4,2011,140000,100000,Diesel
Ford,Ford Aspire 1.5,2015,350000,127000,Diesel
Maruti,Maruti Ignis 1.2,2018,430000,50000,Petrol
Hyundai,Hyundai i20 1.2,2010,160000,87000,Petrol
Tata,Tata Harrier XT,2019,1200000,80000,Diesel
Ford,Ford Figo Diesel,2013,250000,90000,Diesel
Maruti,Maruti Alto 800,2019,300000,25000,Petrol
Toyota,Toyota Corolla Executive,2008,190000,120000,Petrol
Honda,Honda City V,2021,1099000,25000,Diesel
Tata,Tata Tiago 1.2,2017,250000,40000,Petrol
Mahindra,Mahindra XUV500 AT,2016,600000,120000,Diesel
Honda,Honda Amaze S,2018,550000,100000,Diesel
Maruti,Maruti Swift ZDI,2019,630000,90000,Diesel
Maruti,Maruti Celerio VDi,2015,225000,50000,Diesel
Maruti,Maruti Swift ZDI,2019,580000,90000,Diesel
Ford,Ford Aspire Titanium,2022,650000,90000,Diesel
Hyundai,Hyundai Creta 1.4,2018,910000,40000,Diesel
Tata,Tata Tiago 1.2,2019,390000,35000,Petrol
Chevrolet,Chevrolet Optra 1.6,2008,110000,70000,Petrol
Volkswagen,Volkswagen Polo 1.2,2014,270000,90000,Petrol
Honda,Honda Civic 1.8,2008,200000,90000,Petrol
Maruti,Maruti Wagon R,2019,420000,50000,Petrol
Volkswagen,Volkswagen Polo 1.2,2015,300000,90000,Petrol
Honda,Honda Amaze E,2014,340000,25000,Diesel
Mahindra,Mahindra Marazzo M2,2019,750000,110000,Diesel
Mahindra,Mahindra TUV 300,2017,555000,80000,Diesel
Maruti,Maruti SX4 S,2017,810000,126000,Diesel
Honda,Honda Amaze E,2013,320000,82000,Diesel
Hyundai,Hyundai EON LPG,2018,220000,50000,LPG
Honda,Honda Amaze S,2019,590000,80000,Petrol
Skoda,Skoda New Laura,2010,200000,45500,Diesel
Mahindra,Mahindra Scorpio LX,2012,850000,40000,Diesel
Toyota,Toyota Etios VD,2011,229999,142000,Diesel
Hyundai,Hyundai Grand i10,2016,440000,34000,Petrol
Skoda,Skoda Octavia Elegance,2014,675000,181000,Diesel
Tata,Tata Tigor 1.05,2019,480000,70000,Diesel
Tata,Tata Tigor 1.05,2019,480000,70000,Diesel
Maruti,Maruti Ertiga ZDI,2012,450000,120000,Diesel
Maruti,Maruti Wagon R,2007,110000,40000,Petrol
Skoda,Skoda Rapid 1.5,2015,750000,80000,Diesel
Mahindra,Mahindra XUV500 W7,2020,1300000,30000,Diesel
Ford,Ford Figo Petrol,2011,100000,100000,Petrol
MG,MG Hector Sharp,2021,1750000,40000,Petrol
Maruti,Maruti Baleno Delta,2018,534000,95700,Diesel
Tata,Tata Indica GLS,2007,120000,38332,Petrol
Hyundai,Hyundai EON Magna,2015,250000,35000,Petrol
Hyundai,Hyundai Grand i10,2018,360000,50000,Petrol
Maruti,Maruti Alto K10,2016,350000,35000,Petrol
Ford,Ford Freestyle Ambiente,2018,425000,40000,Petrol
Maruti,Maruti Swift VXI,2013,305000,50000,Petrol
Maruti,Maruti Swift Dzire,2019,610000,40000,Cng
Ford,Ford Ecosport Thunder,2021,900000,50000,Diesel
Ford,Ford Ecosport 1.5,2014,500000,60000,Diesel
Kia,Kia Seltos Anniversary,2020,1650000,31000,Petrol
Maruti,Maruti Wagon R,2011,170000,80000,Petrol
Maruti,Maruti SX4 S,2018,760000,70000,Diesel
Toyota,Toyota Innova 2.5,2011,409999,120000,Diesel
Honda,Honda Jazz VX,2019,710000,50000,Diesel
Maruti,Maruti Wagon R,2013,240000,50000,Petrol
Honda,Honda Civic 1.8,2008,140000,85000,Petrol
Maruti,Maruti Swift VDI,2016,425000,80000,Diesel
Renault,Renault Duster 85PS,2015,475000,73000,Diesel
Hyundai,Hyundai i10 Magna,2013,180000,60000,Petrol
Maruti,Maruti Swift Dzire,2013,299000,120000,Diesel
Hyundai,Hyundai Creta 1.6,2015,750000,100000,Diesel
Mahindra,Mahindra XUV500 W8,2014,600000,100000,Diesel
Hyundai,Hyundai i20 1.4,2012,278000,120000,Diesel
Maruti,Maruti Swift Dzire,2012,300000,80000,Diesel
Maruti,Maruti Swift Dzire,2012,290000,80000,Diesel
Maruti,Maruti Ertiga SHVS,2017,665000,60000,Diesel
Toyota,Toyota Etios Liva,2013,265000,80000,Diesel
Toyota,Toyota Etios VX,2011,190000,80500,Petrol
Maruti,Maruti Wagon R,2012,300000,25000,Petrol
Toyota,Toyota Innova Crysta,2017,1350000,90000,Diesel
Tata,Tata Indigo LX,2014,180000,60000,Diesel
Hyundai,Hyundai Venue S,2019,700000,50000,Petrol
Hyundai,Hyundai Creta 1.6,2015,730000,100000,Diesel
Hyundai,Hyundai Creta 1.6,2015,730000,100000,Diesel
Maruti,Maruti Wagon R,2012,250000,80000,LPG
Honda,Honda City VTEC,2008,120000,10000,Petrol
Hyundai,Hyundai EON LPG,2012,185000,60000,LPG
Maruti,Maruti Alto K10,2013,180000,70000,Petrol
Hyundai,Hyundai i10 Magna,2012,150000,110000,Petrol
Maruti,Maruti Ritz VDi,2011,215000,72000,Diesel
Renault,Renault Duster 85PS,2014,365000,63000,Diesel
Maruti,Maruti Wagon R,2019,385000,50000,Petrol
Mahindra,Mahindra Verito Vibe,2015,240000,100000,Diesel
Maruti,Maruti Swift Dzire,2009,175000,80000,Petrol
Maruti,Maruti Omni E,2018,229999,70000,Petrol
Maruti,Maruti Alto 800,2020,310000,35000,Petrol
Jeep,Jeep Compass 1.4,2018,1437000,50000,Petrol
Hyundai,Hyundai i20 1.2,2010,195000,100000,Petrol
Hyundai,Hyundai i20 1.2,2010,195000,90000,Petrol
Maruti,Maruti Alto LXi,2012,120000,70000,Petrol
Honda,Honda City i-DTEC,2017,650000,110000,Diesel
Honda,Honda City GXi,2006,130000,90000,Petrol
Ford,Ford Ecosport 1.0,2015,471000,80769,Petrol
Volkswagen,Volkswagen Polo Diesel,2013,290000,47700,Diesel
Renault,Renault KWID RXL,2016,210000,40000,Petrol
Maruti,Maruti Baleno Delta,2021,650000,20000,Petrol
Tata,Tata Safari Storme,2013,340000,110000,Diesel
Maruti,Maruti Alto K10,2014,220000,50000,Cng
Hyundai,Hyundai i20 Magna,2019,600000,15000,Petrol
Tata,Tata Manza Aqua,2012,180000,120000,Diesel
Maruti,Maruti Ritz ZXi,2009,150000,110000,Petrol
Maruti,Maruti Swift Dzire,2018,625000,40000,Diesel
Datsun,Datsun RediGO 1.0,2019,200000,60000,Petrol
Maruti,Maruti Swift Dzire,2015,350000,100000,Diesel
Audi,Audi Q5 40,2020,4475000,27000,Diesel
Audi,Audi A4 30,2017,2175000,99125,Petrol
BMW,BMW 5 Series,2019,5175000,46000,Petrol
Lexus,Lexus ES 300h,2017,3975000,68000,Petrol
BMW,BMW 5 Series,2021,5475000,40500,Diesel
Mercedes-Benz,Mercedes-Benz GLC 300,2018,4375000,27000,Petrol
Mercedes-Benz,Mercedes-Benz GLC 220d,2020,5875000,18000,Diesel
Mercedes-Benz,Mercedes-Benz C-Class Progressive,2020,4375000,40200,Diesel
Mini,Mini 3 DOOR,2018,4375000,4200,Petrol
Ford,Ford Ecosport 1.5,2018,875000,51000,Petrol
Audi,Audi A6 35,2015,1975000,60100,Diesel
Renault,Renault Duster Petrol,2018,795000,30000,Petrol
Mercedes-Benz,Mercedes-Benz C-Class C,2018,2975000,71000,Diesel
Mercedes-Benz,Mercedes-Benz GLE 250d,2017,4575000,46100,Diesel
BMW,BMW X3 xDrive,2021,6175000,18000,Petrol
Mercedes-Benz,Mercedes-Benz CLA 200,2015,1600000,56000,Diesel
Hyundai,Hyundai Xcent 1.2,2018,428000,60694,Diesel
Maruti,Maruti Swift Dzire,2015,375000,38536,Petrol
Renault,Renault KWID 1.0,2018,340000,4956,Petrol
Hyundai,Hyundai Santro Xing,2012,151000,112753,Petrol
Hyundai,Hyundai i20 1.4,2012,245000,135966,Diesel
Ford,Ford Ecosport 1.5,2017,608000,60730,Diesel
Honda,Honda Amaze SX,2015,377000,35128,Petrol
Maruti,Maruti Wagon R,2014,275000,93688,Petrol
Honda,Honda Amaze S,2014,400000,17804,Diesel
Honda,Honda Amaze S,2014,350000,118424,Petrol
Maruti,Maruti Wagon R,2017,375000,9256,Petrol
Maruti,Maruti Wagon R,2013,250000,90098,Petrol
Maruti,Maruti Wagon R,2010,133000,54363,Petrol
Maruti,Maruti Swift VDI,2018,511000,53139,Diesel
Mercedes-Benz,Mercedes-Benz C-Class C,2012,911999,73873,Diesel
Tata,Tata Nexon 1.5,2019,760000,34346,Diesel
Toyota,Toyota Fortuner 4x4,2012,1055000,99934,Diesel
Hyundai,Hyundai Creta S,2021,1238000,12748,Petrol
Maruti,Maruti Wagon R,2019,466000,9006,Petrol
Mahindra,Mahindra Bolero B6,2020,917000,28600,Diesel
Maruti,Maruti Wagon R,2021,588000,8876,Cng
Maruti,Maruti Alto 800,2013,168000,60613,Cng
Hyundai,Hyundai i20 1.4,2017,522000,56939,Diesel
Hyundai,Hyundai Grand i10,2015,312000,80628,Petrol
Maruti,Maruti Swift VXI,2021,587000,9535,Petrol
Maruti,Maruti Wagon R,2012,210000,68616,Cng
Honda,Honda Amaze V,2018,650000,33000,Petrol
Maruti,Maruti Alto 800,2015,188000,4972,Petrol
Maruti,Maruti Wagon R,2019,433000,34088,Cng
Maruti,Maruti Wagon R,2013,252000,54890,Petrol
Nissan,Nissan Magnite XL,2021,547000,25166,Petrol
Maruti,Maruti Swift VXI,2020,592000,32714,Petrol
Hyundai,Hyundai i20 Sportz,2014,450000,75000,Diesel
Honda,Honda Amaze VX,2014,378000,37083,Petrol
Hyundai,Hyundai Creta 1.6,2019,1331000,7322,Petrol
Toyota,Toyota Innova 2.5,2014,583000,276459,Diesel
Hyundai,Hyundai Creta 1.4,2018,814000,64179,Diesel
Maruti,Maruti Wagon R,2015,276000,41347,Petrol
Hyundai,Hyundai Santro Sportz,2019,451999,15845,Petrol
Maruti,Maruti Swift Dzire,2017,535000,20185,Petrol
Tata,Tata Tigor XZ,2019,597000,38207,Diesel
Mahindra,Mahindra Scorpio VLX,2014,550000,70000,Diesel
Maruti,Maruti Swift VDI,2013,313000,89414,Diesel
Maruti,Maruti Wagon R,2015,276000,69420,Petrol
Maruti,Maruti Ertiga SHVS,2017,724000,68143,Diesel
Maruti,Maruti Ertiga ZDI,2014,500000,56184,Diesel
Maruti,Maruti Celerio LXI,2017,295000,40479,Petrol
Hyundai,Hyundai Santro Xing,2010,111000,45912,LPG
Maruti,Maruti Ritz LXI,2010,159000,82441,Petrol
Maruti,Maruti Swift VXI,2013,274000,78801,Petrol
Maruti,Maruti SX4 Vxi,2010,172000,83083,Petrol
Kia,Kia Seltos HTX,2019,1326000,35157,Diesel
Maruti,Maruti Vitara Brezza,2016,625000,75000,Diesel
Honda,Honda City 1.5,2011,340000,75000,Petrol
Maruti,Maruti Alto 800,2015,260000,72000,Petrol
Datsun,Datsun RediGO S,2016,235000,73000,Petrol
Ford,Ford Endeavour 3.2,2016,2080000,103988,Diesel
Mercedes-Benz,Mercedes-Benz S-Class S,2011,1194000,151374,Petrol
Maruti,Maruti Celerio VDi,2016,306000,79977,Diesel
Fiat,Fiat Avventura MULTIJET,2015,408000,51490,Diesel
Hyundai,Hyundai i10 Magna,2014,278000,19967,Petrol
Hyundai,Hyundai i20 Sportz,2015,433000,88581,Petrol
Toyota,Toyota Etios Cross,2014,364000,111810,Diesel
Mahindra,Mahindra KUV 100,2018,384000,35893,Diesel
Honda,Honda BR-V i-DTEC,2017,723000,65370,Diesel
Maruti,Maruti Alto 800,2015,202000,48816,Petrol
Maruti,Maruti Omni E,2018,213000,73200,Petrol
Tata,Tata Indigo LX,2014,130000,152903,Diesel
Tata,Tata New Safari,2011,231000,153332,Diesel
Tata,Tata New Safari,2009,206999,55198,Diesel
Maruti,Maruti Baleno Delta,2019,622000,10239,Petrol
Maruti,Maruti Wagon R,2020,523000,3261,Petrol
Maruti,Maruti Vitara Brezza,2017,657000,94088,Diesel
Kia,Kia Seltos HTK,2019,1236000,27371,Diesel
Tata,Tata New Safari,2021,1794000,72558,Diesel
Hyundai,Hyundai i20 1.4,2011,200000,133295,Diesel
Maruti,Maruti Ciaz Sigma,2019,717000,17221,Petrol
Maruti,Maruti Swift VDI,2017,513999,28654,Diesel
Renault,Renault Duster 85PS,2014,350000,119202,Diesel
Hyundai,Hyundai i10 Magna,2009,152000,55077,Petrol
Maruti,Maruti Ertiga SHVS,2017,614000,74022,Diesel
Tata,Tata Zest Revotron,2014,153000,22065,Petrol
Skoda,Skoda Rapid 1.5,2015,450000,104656,Diesel
Hyundai,Hyundai i20 Asta,2015,438000,163925,Diesel
Honda,Honda Jazz 1.2,2018,536000,23947,Petrol
Maruti,Maruti Ignis 1.2,2017,433000,44230,Petrol
Honda,Honda City 1.5,2011,315000,66131,Petrol
Mahindra,Mahindra XUV500 AT,2017,976000,124551,Diesel
Maruti,Maruti Swift Dzire,2009,179000,100271,Diesel
Renault,Renault Duster 85PS,2013,379000,72403,Diesel
Maruti,Maruti Wagon R,2011,171000,81422,Petrol
Maruti,Maruti Swift Dzire,2014,200000,58889,Diesel
Volvo,Volvo XC60 Inscription,2019,5675000,13000,Diesel
Honda,Honda Brio S,2015,300000,20410,Petrol
Maruti,Maruti Swift Dzire,2013,409999,60000,Diesel
Mahindra,Mahindra XUV500 W11,2019,1550000,30000,Diesel
Hyundai,Hyundai Santro Xing,2008,170000,80000,Petrol
Chevrolet,Chevrolet Beat LT,2015,165000,80000,Petrol
Hyundai,Hyundai i10 Sportz,2014,310000,60000,Petrol
Hyundai,Hyundai i10 Sportz,2012,229999,90000,Petrol
Toyota,Toyota Etios Cross,2014,420000,130000,Diesel
Maruti,Maruti Alto K10,2015,200000,100000,Petrol
Honda,Honda Jazz 1.2,2015,370000,138000,Petrol
Hyundai,Hyundai Santro Xing,2007,100000,25000,Petrol
Ford,Ford Fiesta 1.6,2011,250000,70000,Petrol
Hyundai,Hyundai Venue S,2021,800000,10000,Petrol
Maruti,Maruti Wagon R,2013,310000,50000,Petrol
Ford,Ford Figo Petrol,2010,145000,30000,Petrol
Maruti,Maruti Swift ZDi,2012,310000,100000,Diesel
Mahindra,Mahindra XUV500 AT,2015,825000,76000,Diesel
Maruti,Maruti Wagon R,2014,397000,70000,Petrol
Jeep,Jeep Compass 2.0,2018,1400000,55000,Diesel
Tata,Tata New Safari,2022,2000000,20000,Diesel
Maruti,Maruti SX4 S,2019,950000,60000,Diesel
Honda,Honda City ZX,2020,1100000,70000,Petrol
Maruti,Maruti Swift VDI,2012,280000,120000,Diesel
Chevrolet,Chevrolet Sail Hatchback,2012,229999,43727,Petrol
Maruti,Maruti Swift VVT,2014,450000,25000,Petrol
Hyundai,Hyundai Xcent 1.2,2019,564000,20000,Petrol
Maruti,Maruti Ciaz ZXi,2015,600000,85000,Petrol
Renault,Renault KWID 1.0,2019,350000,35000,Petrol
Honda,Honda City 1.5,2010,275000,60000,Petrol
Maruti,Maruti Wagon R,2013,350000,70000,Petrol
Hyundai,Hyundai Santro Sportz,2019,401999,25000,Petrol
Maruti,Maruti Swift Dzire,2015,299000,93000,Diesel
Maruti,Maruti Swift RS,2014,375000,50000,Petrol
Hyundai,Hyundai Xcent Prime,2019,600000,70000,Petrol
Maruti,Maruti Ciaz ZXi,2015,525000,80000,Petrol
Maruti,Maruti Swift Dzire,2012,229999,87000,Diesel
Maruti,Maruti Wagon R,2015,250000,60000,Petrol
Volkswagen,Volkswagen Polo Diesel,2011,180000,120000,Diesel
Hyundai,Hyundai Santro Sportz,2019,470000,30000,Petrol
Mahindra,Mahindra XUV500 W4,2014,1000000,70000,Diesel
Hyundai,Hyundai i20 Sportz,2017,600000,56000,Petrol
Ford,Ford Figo 1.5P,2019,400000,110000,Petrol
Tata,Tata Manza Aqua,2013,350000,70000,Diesel
Hyundai,Hyundai Aura SX,2020,800000,35000,Petrol
Maruti,Maruti Ciaz Delta,2020,900000,50000,Petrol
Ford,Ford Ecosport 1.5,2017,650000,80000,Diesel
Toyota,Toyota Etios V,2013,290000,67000,Petrol
Tata,Tata Altroz XZ,2021,775000,15000,Petrol
Renault,Renault KWID RXT,2016,191000,110000,Petrol
Hyundai,Hyundai Venue S,2021,780000,10000,Petrol
Mahindra,Mahindra XUV300 W8,2019,900000,25000,Petrol
Mahindra,Mahindra Thar LX,2021,1400000,7700,Petrol
Maruti,Maruti Baleno 1.2,2016,550000,110000,Petrol
Renault,Renault Kiger RXT,2022,720000,14000,Petrol
Fiat,Fiat Linea Active,2012,160000,60000,Petrol
Renault,Renault Duster 85PS,2014,380000,120000,Diesel
Tata,Tata Indica Lei,2011,120000,180977,Petrol
Mitsubishi,Mitsubishi Pajero 2.8,2010,500000,120000,Diesel
Hyundai,Hyundai Grand i10,2021,680000,2000,Petrol
Maruti,Maruti Alto LXi,2008,100000,60000,Petrol
Hyundai,Hyundai Elite i20,2018,600000,40000,Diesel
Maruti,Maruti Wagon R,2022,650000,17000,Petrol
Mahindra,Mahindra TUV 300,2016,520000,88000,Diesel
Maruti,Maruti S-Presso VXI,2020,480000,35000,Petrol
Hyundai,Hyundai i20 Sportz,2015,484999,30000,Petrol
Hyundai,Hyundai Grand i10,2018,420000,80000,Diesel
Maruti,Maruti Swift ZDi,2014,379000,120000,Diesel
Tata,Tata Indica DLS,2010,100000,120000,Diesel
Maruti,Maruti Ertiga VXI,2021,875000,70000,Petrol
Honda,Honda Amaze E,2017,350000,110000,Diesel
Mahindra,Mahindra TUV 300,2018,620000,80000,Diesel
Jeep,Jeep Compass 2.0,2017,1000000,90000,Diesel
Renault,Renault Duster RXS,2020,750000,17000,Petrol
Renault,Renault Duster 110PS,2017,640000,120000,Diesel
Maruti,Maruti Ignis Sigma,2021,469000,12000,Petrol
Tata,Tata Safari Storme,2012,305000,120000,Diesel
Maruti,Maruti Alto LX,2010,140000,60000,Petrol
Hyundai,Hyundai Accent GLE,2010,150000,80000,Petrol
Maruti,Maruti Swift Dzire,2016,550000,110000,Petrol
Maruti,Maruti Ignis 1.2,2018,440000,80000,Petrol
Maruti,Maruti Swift Dzire,2015,470000,80000,Petrol
Hyundai,Hyundai Grand i10,2020,625000,23000,Petrol
Maruti,Maruti Wagon R,2009,130000,80000,Petrol
Honda,Honda Amaze S,2016,420000,30000,Petrol
Hyundai,Hyundai Elantra 2.0,2018,1200000,18100,Petrol
Maruti,Maruti S-Presso VXI,2020,459999,35000,Petrol
Maruti,Maruti Alto LXi,2009,100000,120000,Petrol
Hyundai,Hyundai Santro Era,2019,400000,15000,Petrol
Maruti,Maruti Swift VVT,2014,310000,120000,Petrol
Hyundai,Hyundai i20 Sportz,2019,565000,35000,Petrol
Mahindra,Mahindra Scorpio VLS,2012,400000,40000,Diesel
Mahindra,Mahindra Scorpio S5,2018,875000,120000,Diesel
Hyundai,Hyundai i20 Magna,2012,195000,110000,Diesel
Hyundai,Hyundai i20 1.4,2012,195000,110000,Diesel
Maruti,Maruti Swift VXI,2020,550000,30000,Petrol
Hyundai,Hyundai Verna 1.6,2014,409999,70000,Petrol
Tata,Tata Indigo LX,2009,110000,80000,Diesel
Volkswagen,Volkswagen Vento Petrol,2011,250000,110000,Petrol
Maruti,Maruti Alto K10,2014,220000,43500,Petrol
Maruti,Maruti Ritz VDi,2011,165000,61367,Diesel
Maruti,Maruti Swift VXI,2015,360000,61560,Petrol
Hyundai,Hyundai i20 Sportz,2015,509999,29258,Petrol
Hyundai,Hyundai i20 1.2,2010,180000,63538,Petrol
Ford,Ford Fiesta 1.6,2009,125000,126700,Petrol
Toyota,Toyota Innova 2.5,2010,440000,197770,Diesel
Hyundai,Hyundai i10 Magna,2010,179000,36049,Petrol
Maruti,Maruti Swift Dzire,2019,611000,18740,Petrol
Hyundai,Hyundai i20 Active,2016,574000,26981,Diesel
Maruti,Maruti Swift ZXi,2010,219000,67910,Petrol
Maruti,Maruti Ciaz 1.4,2017,767000,43016,Petrol
Ford,Ford Freestyle Titanium,2018,463999,53106,Petrol
Hyundai,Hyundai Verna 1.6,2013,367000,135298,Diesel
Honda,Honda City 1.5,2010,236000,75525,Petrol
Volkswagen,Volkswagen Polo 1.0,2018,468000,57392,Petrol
Mahindra,Mahindra XUV500 W6,2016,606000,121645,Diesel
Hyundai,Hyundai Elantra 1.6,2018,925000,46595,Diesel
Toyota,Toyota Glanza V,2019,610000,38848,Petrol
Maruti,Maruti Swift VDI,2013,292000,119970,Diesel
Hyundai,Hyundai Creta SX,2020,1019000,60478,Diesel
Hyundai,Hyundai Xcent 1.2,2015,317000,134163,Petrol
Audi,Audi A3 35,2015,1309000,67301,Diesel
Maruti,Maruti Swift Dzire,2017,624000,15546,Petrol
Honda,Honda City 1.5,2011,305000,67713,Petrol
Hyundai,Hyundai Aura S,2021,741000,29833,Diesel
Hyundai,Hyundai Creta 1.6,2016,634000,84414,Petrol
Fiat,Fiat Linea Classic,2015,332000,12179,Petrol
Hyundai,Hyundai i20 1.2,2012,206000,116623,Petrol
Skoda,Skoda Rapid 1.0,2021,708000,6233,Petrol
Hyundai,Hyundai i20 Active,2017,513999,73891,Petrol
Hyundai,Hyundai i10 Sportz,2013,297000,16428,Petrol
Maruti,Maruti Wagon R,2011,164000,40831,Petrol
Maruti,Maruti Swift Dzire,2017,538000,84261,Diesel
Hyundai,Hyundai Venue SX,2019,852999,37938,Petrol
Hyundai,Hyundai EON Magna,2016,239000,55025,Petrol
Maruti,Maruti Swift VXI,2018,476999,44888,Petrol
Chevrolet,Chevrolet Beat Diesel,2011,118000,55308,Diesel
Tata,Tata Harrier XZ,2019,1457000,19669,Diesel
Maruti,Maruti Alto 800,2022,409999,4757,Petrol
Maruti,Maruti Swift VXI,2011,208000,74337,Petrol
Hyundai,Hyundai i10 Magna,2010,176000,26693,Petrol
Maruti,Maruti Wagon R,2016,311000,73549,Petrol
Nissan,Nissan Sunny XV,2018,551000,61894,Diesel
Mahindra,Mahindra XUV500 W9,2017,974000,94165,Diesel
Chevrolet,Chevrolet Sail Hatchback,2012,192000,50448,Petrol
Maruti,Maruti Swift ZXI,2014,324000,78828,Petrol
Hyundai,Hyundai i10 Asta,2013,303000,17725,Petrol
Ford,Ford Ecosport 1.5,2013,336000,126639,Diesel
Maruti,Maruti Baleno 1.2,2016,461000,59026,Petrol
Hyundai,Hyundai Creta 1.6,2015,711000,122966,Diesel
